trade_id,symbol,side,entry_time,exit_time,entry_fr,entry_collect_fr,exit_fr,hold_settlements,gross_pct,cost_rt_pct,net_pct,gross_dollar,cost_dollar,net_dollar,cost_tier,gap_closed
ARUSDT_20220130160000,ARUSDT,long_spot_short_futures,2022-01-30 16:00:00+00:00,2022-01-31 16:00:00+00:00,-0.11130599999999999,-0.053640999999999994,-0.012255,3,0.103834,0.2,-0.09616600000000002,0.311502,0.6,-0.28849800000000003,high,False
PEOPLEUSDT_20220201000000,PEOPLEUSDT,long_spot_short_futures,2022-02-01 00:00:00.010000+00:00,2022-02-01 08:00:00+00:00,-0.08034999999999999,-0.01136,-0.01136,1,0.01136,0.2,-0.18864,0.03408,0.6,-0.56592,high,False
THETAUSDT_20220201000000,THETAUSDT,long_spot_short_futures,2022-02-01 00:00:00.010000+00:00,2022-02-01 16:00:00.004000+00:00,-0.060517999999999995,-0.042862,-0.004852,2,0.047714,0.2,-0.152286,0.143142,0.6,-0.456858,high,False
ONEUSDT_20220131080000,ONEUSDT,long_spot_short_futures,2022-01-31 08:00:00+00:00,2022-02-02 00:00:00.004000+00:00,-0.051026999999999996,-0.08884700000000001,-0.006876999999999999,5,0.2914820000000001,0.2,0.09148200000000006,0.8744460000000002,0.6,0.2744460000000002,high,False
MANAUSDT_20220131080000,MANAUSDT,long_spot_short_futures,2022-01-31 08:00:00+00:00,2022-02-02 08:00:00+00:00,-0.066605,-0.060510999999999995,-0.014750000000000001,6,0.28998,0.2,0.08998,0.86994,0.6,0.26994,high,False
TRXUSDT_20220131160000,TRXUSDT,long_spot_short_futures,2022-01-31 16:00:00+00:00,2022-02-02 08:00:00+00:00,-0.061682,-0.043331,0.004758999999999999,5,0.13990599999999997,0.2,-0.060094000000000036,0.4197179999999999,0.6,-0.1802820000000001,high,False
SANDUSDT_20220201080000,SANDUSDT,long_spot_short_futures,2022-02-01 08:00:00+00:00,2022-02-02 16:00:00.002000+00:00,-0.055359,-0.059465,-0.005422,4,0.208478,0.2,0.008477999999999986,0.625434,0.6,0.025433999999999953,high,False
COTIUSDT_20220202080000,COTIUSDT,long_spot_short_futures,2022-02-02 08:00:00+00:00,2022-02-03 00:00:00.002000+00:00,-0.056492,-0.048795000000000005,-0.017504,2,0.066299,0.2,-0.13370100000000001,0.19889700000000002,0.6,-0.4011030000000001,high,False
CRVUSDT_20220131080000,CRVUSDT,long_spot_short_futures,2022-01-31 08:00:00+00:00,2022-02-03 00:00:00.002000+00:00,-0.051619000000000005,-0.047358,-0.014318999999999998,8,0.279668,0.2,0.07966800000000002,0.8390040000000001,0.6,0.23900400000000005,high,False
CRVUSDT_20220203160000,CRVUSDT,long_spot_short_futures,2022-02-03 16:00:00+00:00,2022-02-04 00:00:00.018000+00:00,-0.051167,-0.018735,-0.018735,1,0.018735,0.2,-0.181265,0.056205000000000005,0.6,-0.543795,high,False
RUNEUSDT_20220203160000,RUNEUSDT,long_spot_short_futures,2022-02-03 16:00:00+00:00,2022-02-04 08:00:00.005000+00:00,-0.053282,-0.021456,-0.008366,2,0.029822,0.2,-0.170178,0.089466,0.6,-0.510534,high,False
ONEUSDT_20220203080000,ONEUSDT,long_spot_short_futures,2022-02-03 08:00:00+00:00,2022-02-05 00:00:00.014000+00:00,-0.08085300000000001,-0.079038,0.000735,5,0.24116300000000002,0.2,0.041163000000000005,0.723489,0.6,0.12348900000000002,high,False
IOTAUSDT_20220203160000,IOTAUSDT,long_spot_short_futures,2022-02-03 16:00:00+00:00,2022-02-05 00:00:00.014000+00:00,-0.052072,-0.026673000000000002,0.00262,4,0.11946899999999999,0.2,-0.08053100000000002,0.358407,0.6,-0.24159300000000006,high,False
